Wavelength,Abs,Concentration
394.9724426,0.367872894,5.99E-05
390.0220337,0.344723105,5.99E-05
385.067749,0.315506905,5.99E-05
379.9547119,0.28409192,5.99E-05
374.9927979,0.25553456,5.99E-05
370.0271912,0.221523508,5.99E-05
365.0579529,0.197306752,5.99E-05
359.929657,0.17248857,5.99E-05
354.9531555,0.155872479,5.99E-05
349.973175,0.151222408,5.99E-05
344.9897461,0.166496754,5.99E-05
340.0028992,0.200953126,5.99E-05
335.0127258,0.282809228,5.99E-05
330.0192566,0.401351899,5.99E-05
325.0225525,0.544947863,5.99E-05
320.0226135,0.640616298,5.99E-05
315.0195618,0.666243315,5.99E-05
310.0133667,0.644550443,5.99E-05
305.0041504,0.576311708,5.99E-05
299.9919434,0.495675981,5.99E-05
294.9767761,0.445894867,5.99E-05
289.9586792,0.439622432,5.99E-05
284.9377747,0.481635332,5.99E-05
280.0710754,0.569381535,5.99E-05
275.0446472,0.692630112,5.99E-05
270.015564,0.79889214,5.99E-05
264.9837952,0.827825725,5.99E-05
259.9494324,0.848883927,5.99E-05
255.0699463,0.9403404,5.99E-05
250.0305939,1.207010984,5.99E-05
245.0186615,1.45192039,5.99E-05
240.0045319,1.684865475,5.99E-05
234.9880371,1.966732144,5.99E-05
229.9692688,1.637084007,5.99E-05
224.9482422,1.717608094,5.99E-05
219.9250183,2.158963919,5.99E-05
215.0567322,2.231001616,5.99E-05
210.0293274,2.322023869,5.99E-05
204.9998779,2.218713522,5.99E-05
199.9680481,1.906357288,5.99E-05
799.9783936,0.000591612,4.79E-05
794.9778442,0.004324066,4.79E-05
789.9673462,0.001845183,4.79E-05
784.9469604,-0.002802928,4.79E-05
780.0567017,0.000767213,4.79E-05
775.0170898,-0.001125254,4.79E-05
769.9678345,0.004396179,4.79E-05
765.0496216,-0.002045551,4.79E-05
759.9814453,-0.000961014,4.79E-05
755.0449829,0.001400019,4.79E-05
749.9581909,0.001201267,4.79E-05
745.0037231,0.003908115,4.79E-05
740.0404663,0.001922633,4.79E-05
735.0685425,-0.001684804,4.79E-05
729.9454346,0.001824257,4.79E-05
724.9559326,-0.000175316,4.79E-05
719.9578857,0.001704411,4.79E-05
714.951355,0.000961796,4.79E-05
709.9364014,0.001469129,4.79E-05
705.0567017,8.90E-06,4.79E-05
700.0252686,-0.000891529,4.79E-05
694.9855957,0.00025013,4.79E-05
689.9377441,-0.000323247,4.79E-05
685.0263062,-0.00047149,4.79E-05
679.9624634,-0.001353795,4.79E-05
675.0356445,0.001083669,4.79E-05
669.9560547,0.00053687,4.79E-05
665.0139771,0.005960684,4.79E-05
660.0645752,0.000293413,4.79E-05
654.9619141,0.001638147,4.79E-05
649.9976196,0.00035986,4.79E-05
645.026123,0.002416279,4.79E-05
640.0474243,0.001437754,4.79E-05
635.0616455,-0.00027803,4.79E-05
630.0687866,0.004070011,4.79E-05
625.0689087,0.00327342,4.79E-05
620.0620728,0.001327544,4.79E-05
615.0483398,0.001844429,4.79E-05
610.027771,0.003883798,4.79E-05
605.0004272,0.006894283,4.79E-05
599.9663086,0.011915685,4.79E-05
595.0739136,0.017889973,4.79E-05
590.0267334,0.030255092,4.79E-05
584.9729614,0.0421772,4.79E-05
580.0615845,0.068348646,4.79E-05
574.9951172,0.111309513,4.79E-05
570.0714722,0.166079506,4.79E-05
564.9923706,0.251921177,4.79E-05
560.0567017,0.356723994,4.79E-05
554.965271,0.490594178,4.79E-05
550.0177002,0.626312792,4.79E-05
545.0643921,0.758504391,4.79E-05
539.9550171,0.876816928,4.79E-05
534.9901123,0.965773642,4.79E-05
530.0196533,1.032911539,4.79E-05
525.0436401,1.081838369,4.79E-05
520.0620728,1.129337311,4.79E-05
515.0751343,1.16653657,4.79E-05
509.9313965,1.197246432,4.79E-05
504.9335022,1.232016206,4.79E-05
499.9303284,1.236657619,4.79E-05
495.073761,1.206270933,4.79E-05
490.0603333,1.149294853,4.79E-05
485.0417786,1.077250957,4.79E-05
480.0181274,0.991875768,4.79E-05
474.9894409,0.892124414,4.79E-05
469.95578,0.801516056,4.79E-05
465.0699463,0.716350555,4.79E-05
460.0266418,0.631893873,4.79E-05
454.9785461,0.55347234,4.79E-05
449.9256592,0.492958158,4.79E-05
445.0213623,0.435750127,4.79E-05
439.959259,0.398016572,4.79E-05
435.0461426,0.382302791,4.79E-05
429.9749756,0.369821221,4.79E-05
425.0531921,0.364204854,4.79E-05
419.9732361,0.356885016,4.79E-05
415.0429993,0.34785369,4.79E-05
409.9544373,0.337021291,4.79E-05
405.0159607,0.324865907,4.79E-05
400.0734863,0.314908445,4.79E-05
394.9724426,0.297986031,4.79E-05
390.0220337,0.281659544,4.79E-05
385.067749,0.258195251,4.79E-05
379.9547119,0.236251637,4.79E-05
374.9927979,0.211956546,4.79E-05
370.0271912,0.187700436,4.79E-05
365.0579529,0.164446935,4.79E-05
359.929657,0.144034296,4.79E-05
354.9531555,0.132511064,4.79E-05
349.973175,0.125532001,4.79E-05
344.9897461,0.140337467,4.79E-05
340.0028992,0.170258448,4.79E-05
335.0127258,0.231043086,4.79E-05
330.0192566,0.32421431,4.79E-05
325.0225525,0.442495346,4.79E-05
320.0226135,0.526876152,4.79E-05
315.0195618,0.550007522,4.79E-05
310.0133667,0.531124294,4.79E-05
305.0041504,0.473828316,4.79E-05
299.9919434,0.407388568,4.79E-05
294.9767761,0.363866717,4.79E-05
289.9586792,0.356097251,4.79E-05
284.9377747,0.39064163,4.79E-05
280.0710754,0.464095324,4.79E-05
275.0446472,0.568106055,4.79E-05
270.015564,0.651526213,4.79E-05
264.9837952,0.672194421,4.79E-05
259.9494324,0.691573322,4.79E-05
255.0699463,0.77220434,4.79E-05
250.0305939,0.970707893,4.79E-05
245.0186615,1.153664708,4.79E-05
240.0045319,1.283890724,4.79E-05
234.9880371,1.57025516,4.79E-05
229.9692688,1.351888776,4.79E-05
224.9482422,1.411659241,4.79E-05
219.9250183,1.722052097,4.79E-05
215.0567322,1.976357818,4.79E-05
210.0293274,1.918868303,4.79E-05
204.9998779,1.766703725,4.79E-05
199.9680481,1.64065516,4.79E-05
799.9783936,0.006623765,7.99E-05
794.9778442,0.009110168,7.99E-05
789.9673462,0.004446101,7.99E-05
784.9469604,0.008480869,7.99E-05
780.0567017,0.009656705,7.99E-05
775.0170898,0.005535298,7.99E-05
769.9678345,0.008451967,7.99E-05
765.0496216,0.00670662,7.99E-05
759.9814453,0.012795612,7.99E-05
755.0449829,0.008109709,7.99E-05
749.9581909,0.005810859,7.99E-05
745.0037231,0.005369396,7.99E-05
740.0404663,0.00849779,7.99E-05
735.0685425,0.010356314,7.99E-05
729.9454346,0.006906855,7.99E-05
724.9559326,0.006079348,7.99E-05
719.9578857,0.007767617,7.99E-05
714.951355,0.007340695,7.99E-05
709.9364014,0.004563855,7.99E-05
705.0567017,0.007211421,7.99E-05
700.0252686,0.00739804,7.99E-05
694.9855957,0.00698758,7.99E-05
689.9377441,0.007934938,7.99E-05
685.0263062,0.008099186,7.99E-05
679.9624634,0.009130919,7.99E-05
675.0356445,0.010206344,7.99E-05
669.9560547,0.016388014,7.99E-05
665.0139771,0.006519983,7.99E-05
660.0645752,0.007264774,7.99E-05
654.9619141,0.011204237,7.99E-05
649.9976196,0.010794916,7.99E-05
645.026123,0.009881079,7.99E-05
640.0474243,0.008594362,7.99E-05
635.0616455,0.009772571,7.99E-05
630.0687866,0.009366237,7.99E-05
625.0689087,0.012536475,7.99E-05
620.0620728,0.008319275,7.99E-05
615.0483398,0.015652865,7.99E-05
610.027771,0.018733585,7.99E-05
605.0004272,0.02534868,7.99E-05
599.9663086,0.030382721,7.99E-05
595.0739136,0.038872257,7.99E-05
590.0267334,0.06154146,7.99E-05
584.9729614,0.088891439,7.99E-05
580.0615845,0.132996291,7.99E-05
574.9951172,0.203783765,7.99E-05
570.0714722,0.28943044,7.99E-05
564.9923706,0.431812942,7.99E-05
560.0567017,0.588501632,7.99E-05
554.965271,0.791968107,7.99E-05
550.0177002,0.994871914,7.99E-05
545.0643921,1.201472878,7.99E-05
539.9550171,1.383746982,7.99E-05
534.9901123,1.513764024,7.99E-05
530.0196533,1.610078454,7.99E-05
525.0436401,1.710230112,7.99E-05
520.0620728,1.776127338,7.99E-05
515.0751343,1.855473399,7.99E-05
509.9313965,1.961755157,7.99E-05
504.9335022,1.984207988,7.99E-05
499.9303284,2.046502352,7.99E-05
495.073761,2.008273125,7.99E-05
490.0603333,1.926239252,7.99E-05
485.0417786,1.795206547,7.99E-05
480.0181274,1.664015889,7.99E-05
474.9894409,1.487805843,7.99E-05
469.95578,1.349995136,7.99E-05
465.0699463,1.205635667,7.99E-05
460.0266418,1.058983207,7.99E-05
454.9785461,0.932953477,7.99E-05
449.9256592,0.824926138,7.99E-05
445.0213623,0.743734002,7.99E-05
439.959259,0.684313178,7.99E-05
435.0461426,0.64793992,7.99E-05
429.9749756,0.632637441,7.99E-05
425.0531921,0.619465292,7.99E-05
419.9732361,0.604710579,7.99E-05
415.0429993,0.586420059,7.99E-05
409.9544373,0.568484783,7.99E-05
405.0159607,0.555258632,7.99E-05
400.0734863,0.536205769,7.99E-05
394.9724426,0.514542341,7.99E-05
390.0220337,0.478432268,7.99E-05
385.067749,0.443656921,7.99E-05
379.9547119,0.404909611,7.99E-05
374.9927979,0.36598292,7.99E-05
370.0271912,0.325067848,7.99E-05
365.0579529,0.287385345,7.99E-05
359.929657,0.252114236,7.99E-05
354.9531555,0.234696358,7.99E-05
349.973175,0.23750107,7.99E-05
344.9897461,0.251213461,7.99E-05
340.0028992,0.305203497,7.99E-05
335.0127258,0.397281379,7.99E-05
330.0192566,0.568147004,7.99E-05
325.0225525,0.751418591,7.99E-05
320.0226135,0.87487042,7.99E-05
315.0195618,0.908767164,7.99E-05
310.0133667,0.872613668,7.99E-05
305.0041504,0.785779774,7.99E-05
299.9919434,0.675647914,7.99E-05
294.9767761,0.62001276,7.99E-05
289.9586792,0.609759271,7.99E-05
284.9377747,0.673914552,7.99E-05
280.0710754,0.790306151,7.99E-05
275.0446472,0.951935351,7.99E-05
270.015564,1.063118935,7.99E-05
264.9837952,1.114921212,7.99E-05
259.9494324,1.133239269,7.99E-05
255.0699463,1.296733975,7.99E-05
250.0305939,1.699890494,7.99E-05
245.0186615,2.163249731,7.99E-05
240.0045319,1.721884608,7.99E-05
234.9880371,2.441520452,7.99E-05
229.9692688,1.688714623,7.99E-05
224.9482422,2.308250427,7.99E-05
219.9250183,2.689602137,7.99E-05
215.0567322,3.12203145,7.99E-05
210.0293274,4.18759346,7.99E-05
204.9998779,3.663372278,7.99E-05
199.9680481,3.017549992,7.99E-05
799.9783936,0.001899207,4.00E-06
794.9778442,0.001499078,4.00E-06
789.9673462,-0.002037667,4.00E-06
784.9469604,0.003217426,4.00E-06
780.0567017,-0.000992059,4.00E-06
775.0170898,0.000979749,4.00E-06
769.9678345,-0.000490831,4.00E-06
765.0496216,-0.001186131,4.00E-06
759.9814453,0.004539292,4.00E-06
755.0449829,-0.000317246,4.00E-06
749.9581909,-0.002713827,4.00E-06
745.0037231,-0.004045148,4.00E-06
740.0404663,0.000626245,4.00E-06
735.0685425,-0.001108574,4.00E-06
729.9454346,0.000226225,4.00E-06
724.9559326,-0.001632765,4.00E-06
719.9578857,0.000162594,4.00E-06
714.951355,-7.37E-05,4.00E-06
709.9364014,-0.00027208,4.00E-06
705.0567017,-0.000365667,4.00E-06
700.0252686,-7.63E-05,4.00E-06
694.9855957,0.00047646,4.00E-06
689.9377441,0.001219828,4.00E-06
685.0263062,-0.000443407,4.00E-06
679.9624634,0.001813859,4.00E-06
675.0356445,0.001703865,4.00E-06
669.9560547,0.009575271,4.00E-06
665.0139771,0.001416224,4.00E-06
660.0645752,0.000801599,4.00E-06
654.9619141,0.000351492,4.00E-06
649.9976196,0.002775412,4.00E-06
645.026123,0.003730091,4.00E-06
640.0474243,0.000687921,4.00E-06
635.0616455,0.001226759,4.00E-06
630.0687866,0.002007638,4.00E-06
625.0689087,0.001140583,4.00E-06
620.0620728,-0.001488788,4.00E-06
615.0483398,0.001143697,4.00E-06
610.027771,0.004010204,4.00E-06
605.0004272,0.004897123,4.00E-06
599.9663086,0.003428426,4.00E-06
595.0739136,0.001263207,4.00E-06
590.0267334,0.00404025,4.00E-06
584.9729614,0.003976293,4.00E-06
580.0615845,0.006454661,4.00E-06
574.9951172,0.008224768,4.00E-06
570.0714722,0.009095682,4.00E-06
564.9923706,0.018635947,4.00E-06
560.0567017,0.018819053,4.00E-06
554.965271,0.026198946,4.00E-06
550.0177002,0.036377359,4.00E-06
545.0643921,0.046959411,4.00E-06
539.9550171,0.055922899,4.00E-06
534.9901123,0.071840607,4.00E-06
530.0196533,0.079447515,4.00E-06
525.0436401,0.08940237,4.00E-06
520.0620728,0.094985805,4.00E-06
515.0751343,0.098516352,4.00E-06
509.9313965,0.100238591,4.00E-06
504.9335022,0.097510166,4.00E-06
499.9303284,0.095404118,4.00E-06
495.073761,0.092678368,4.00E-06
490.0603333,0.087558568,4.00E-06
485.0417786,0.081343032,4.00E-06
480.0181274,0.073271595,4.00E-06
474.9894409,0.069335453,4.00E-06
469.95578,0.065069914,4.00E-06
465.0699463,0.057320584,4.00E-06
460.0266418,0.046922579,4.00E-06
454.9785461,0.041895255,4.00E-06
449.9256592,0.038230807,4.00E-06
445.0213623,0.033008326,4.00E-06
439.959259,0.031483203,4.00E-06
435.0461426,0.027689232,4.00E-06
429.9749756,0.024993947,4.00E-06
425.0531921,0.025473613,4.00E-06
419.9732361,0.025958426,4.00E-06
415.0429993,0.02662985,4.00E-06
409.9544373,0.027704021,4.00E-06
405.0159607,0.028023643,4.00E-06
400.0734863,0.026855625,4.00E-06
394.9724426,0.030010762,4.00E-06
390.0220337,0.027684845,4.00E-06
385.067749,0.025207542,4.00E-06
379.9547119,0.024367509,4.00E-06
374.9927979,0.023466714,4.00E-06
370.0271912,0.021692179,4.00E-06
365.0579529,0.019326855,4.00E-06
359.929657,0.019558152,4.00E-06
354.9531555,0.017951561,4.00E-06
349.973175,0.018830217,4.00E-06
344.9897461,0.020748494,4.00E-06
340.0028992,0.023837948,4.00E-06
335.0127258,0.025726361,4.00E-06
330.0192566,0.03139209,4.00E-06
325.0225525,0.037221003,4.00E-06
320.0226135,0.045057565,4.00E-06
315.0195618,0.044634555,4.00E-06
310.0133667,0.04448767,4.00E-06
305.0041504,0.042848166,4.00E-06
299.9919434,0.041628592,4.00E-06
294.9767761,0.042744812,4.00E-06
289.9586792,0.041071881,4.00E-06
284.9377747,0.045084126,4.00E-06
280.0710754,0.053180154,4.00E-06
275.0446472,0.060064271,4.00E-06
270.015564,0.06481842,4.00E-06
264.9837952,0.07750123,4.00E-06
259.9494324,0.08489164,4.00E-06
255.0699463,0.088422924,4.00E-06
250.0305939,0.083939858,4.00E-06
245.0186615,0.101309434,4.00E-06
240.0045319,0.112480581,4.00E-06
234.9880371,0.121012278,4.00E-06
229.9692688,0.124513038,4.00E-06
224.9482422,0.124739081,4.00E-06
219.9250183,0.144953474,4.00E-06
215.0567322,0.15566209,4.00E-06
210.0293274,0.154097036,4.00E-06
204.9998779,0.152961388,4.00E-06
199.9680481,0.143228024,4.00E-06
799.9783936,-0.003511384,3.99E-09
794.9778442,0.004229483,3.99E-09
789.9673462,0.000515799,3.99E-09
784.9469604,0.001363637,3.99E-09
780.0567017,0.000651495,3.99E-09
775.0170898,-0.003316242,3.99E-09
