Wavelength (nm),Abs,Concentration,,,,,,,,,,,,,,,,,
701.0140991,0.000564448,0.000000402,,,,,,,,,,,,,,,,,
700.0090332,0.000392997,0.000000402,,,,,,,,,,,,,,,,,
699.0036621,0.000356156,0.000000402,,,,,,,,,,,,,,,,,
697.9979248,0.0005243,0.000000402,,,,,,,,,,,,,,,,,
696.9918823,0.000108657,0.000000402,,,,,,,,,,,,,,,,,
695.9854736,0.000424142,0.000000402,,,,,,,,,,,,,,,,,
694.9787598,0.000633892,0.000000402,,,,,,,,,,,,,,,,,
693.9717407,0.00012005,0.000000402,,,,,,,,,,,,,,,,,
692.9643555,0.000674102,0.000000402,,,,,,,,,,,,,,,,,
691.956665,0.00110661,0.000000402,,,,,,,,,,,,,,,,,
690.9486694,0.000479206,0.000000402,,,,,,,,,,,,,,,,,
689.9403076,-0.000919789,0.000000402,,,,,,,,,,,,,,,,,
688.9316406,0.000841721,0.000000402,,,,,,,,,,,,,,,,,
688.0667725,0.001144398,0.000000402,,,,,,,,,,,,,,,,,
687.0574951,0.001297893,0.000000402,,,,,,,,,,,,,,,,,
686.0479126,0.000968801,0.000000402,,,,,,,,,,,,,,,,,
685.0379639,0.000301573,0.000000402,,,,,,,,,,,,,,,,,
684.02771,0.001412199,0.000000402,,,,,,,,,,,,,,,,,
683.0171509,0.001076403,0.000000402,,,,,,,,,,,,,,,,,
682.0062256,0.001952587,0.000000402,,,,,,,,,,,,,,,,,
680.9949951,0.000992384,0.000000402,,,,,,,,,,,,,,,,,
679.9834595,0.001345616,0.000000402,,,,,,,,,,,,,,,,,
678.9716187,0.0021406,0.000000402,,,,,,,,,,,,,,,,,
677.9594116,0.001630923,0.000000402,,,,,,,,,,,,,,,,,
676.9468994,0.001478298,0.000000402,,,,,,,,,,,,,,,,,
675.934082,0.002725005,0.000000402,,,,,,,,,,,,,,,,,
675.0656738,0.00264275,0.000000402,,,,,,,,,,,,,,,,,
674.0523071,0.002712319,0.000000402,,,,,,,,,,,,,,,,,
673.0385742,0.00227709,0.000000402,,,,,,,,,,,,,,,,,
672.0244751,0.002782472,0.000000402,,,,,,,,,,,,,,,,,
671.0101318,0.002703541,0.000000402,,,,,,,,,,,,,,,,,
669.9954224,0.002509347,0.000000402,,,,,,,,,,,,,,,,,
668.9804077,0.003434766,0.000000402,,,,,,,,,,,,,,,,,
667.9650879,0.003151348,0.000000402,,,,,,,,,,,,,,,,,
666.9494629,0.004279909,0.000000402,,,,,,,,,,,,,,,,,
665.9335327,0.005169659,0.000000402,,,,,,,,,,,,,,,,,
665.062439,0.004961948,0.000000402,,,,,,,,,,,,,,,,,
664.0458984,0.005418828,0.000000402,,,,,,,,,,,,,,,,,
663.0290527,0.006113187,0.000000402,,,,,,,,,,,,,,,,,
662.0119019,0.006544815,0.000000402,,,,,,,,,,,,,,,,,
660.9944458,0.00709921,0.000000402,,,,,,,,,,,,,,,,,
659.9766235,0.008310593,0.000000402,,,,,,,,,,,,,,,,,
658.9585571,0.008089982,0.000000402,,,,,,,,,,,,,,,,,
657.9401245,0.010044238,0.000000402,,,,,,,,,,,,,,,,,
657.0669556,0.009660888,0.000000402,,,,,,,,,,,,,,,,,
656.0479736,0.01139521,0.000000402,,,,,,,,,,,,,,,,,
655.0286865,0.012381034,0.000000402,,,,,,,,,,,,,,,,,
654.0090332,0.013422067,0.000000402,,,,,,,,,,,,,,,,,
652.9891357,0.014116623,0.000000402,,,,,,,,,,,,,,,,,
651.9689331,0.01489699,0.000000402,,,,,,,,,,,,,,,,,
650.9483643,0.017372856,0.000000402,,,,,,,,,,,,,,,,,
649.9275513,0.018170519,0.000000402,,,,,,,,,,,,,,,,,
649.0523071,0.020343212,0.000000402,,,,,,,,,,,,,,,,,
648.0308838,0.020477379,0.000000402,,,,,,,,,,,,,,,,,
647.0091553,0.023116954,0.000000402,,,,,,,,,,,,,,,,,
645.9871216,0.023308896,0.000000402,,,,,,,,,,,,,,,,,
644.9648438,0.024942236,0.000000402,,,,,,,,,,,,,,,,,
643.9421997,0.027350364,0.000000402,,,,,,,,,,,,,,,,,
643.0653687,0.02859292,0.000000402,,,,,,,,,,,,,,,,,
642.0421753,0.03007007,0.000000402,,,,,,,,,,,,,,,,,
641.0186768,0.031645883,0.000000402,,,,,,,,,,,,,,,,,
639.994873,0.032324579,0.000000402,,,,,,,,,,,,,,,,,
638.9707642,0.034349196,0.000000402,,,,,,,,,,,,,,,,,
637.9464111,0.03490958,0.000000402,,,,,,,,,,,,,,,,,
637.0680542,0.036074992,0.000000402,,,,,,,,,,,,,,,,,
636.0430908,0.03718733,0.000000402,,,,,,,,,,,,,,,,,
635.0178223,0.038782097,0.000000402,,,,,,,,,,,,,,,,,
633.9922485,0.039545786,0.000000402,,,,,,,,,,,,,,,,,
632.9664307,0.040615529,0.000000402,,,,,,,,,,,,,,,,,
631.9402466,0.041108247,0.000000402,,,,,,,,,,,,,,,,,
631.0604248,0.041028976,0.000000402,,,,,,,,,,,,,,,,,
630.0336914,0.041085824,0.000000402,,,,,,,,,,,,,,,,,
629.0067139,0.04150838,0.000000402,,,,,,,,,,,,,,,,,
627.9793701,0.041580074,0.000000402,,,,,,,,,,,,,,,,,
626.9517822,0.041000042,0.000000402,,,,,,,,,,,,,,,,,
626.0707397,0.041102927,0.000000402,,,,,,,,,,,,,,,,,
625.0425415,0.041230768,0.000000402,,,,,,,,,,,,,,,,,
624.0140991,0.039963014,0.000000402,,,,,,,,,,,,,,,,,
622.9853516,0.038565345,0.000000402,,,,,,,,,,,,,,,,,
621.9562988,0.038280956,0.000000402,,,,,,,,,,,,,,,,,
620.9269409,0.036710896,0.000000402,,,,,,,,,,,,,,,,,
620.0444336,0.036770057,0.000000402,,,,,,,,,,,,,,,,,
619.0145874,0.035368904,0.000000402,,,,,,,,,,,,,,,,,
617.984375,0.034353539,0.000000402,,,,,,,,,,,,,,,,,
616.9539185,0.033095591,0.000000402,,,,,,,,,,,,,,,,,
616.0704346,0.032342982,0.000000402,,,,,,,,,,,,,,,,,
615.0394287,0.030133298,0.000000402,,,,,,,,,,,,,,,,,
614.0081177,0.029646659,0.000000402,,,,,,,,,,,,,,,,,
612.9765015,0.028386939,0.000000402,,,,,,,,,,,,,,,,,
611.9446411,0.027749522,0.000000402,,,,,,,,,,,,,,,,,
611.0599365,0.027364535,0.000000402,,,,,,,,,,,,,,,,,
610.0275269,0.026076827,0.000000402,,,,,,,,,,,,,,,,,
608.994812,0.025355486,0.000000402,,,,,,,,,,,,,,,,,
607.961853,0.023967125,0.000000402,,,,,,,,,,,,,,,,,
606.9285278,0.023518385,0.000000402,,,,,,,,,,,,,,,,,
606.0426636,0.022748899,0.000000402,,,,,,,,,,,,,,,,,
605.0088501,0.021037713,0.000000402,,,,,,,,,,,,,,,,,
603.9747314,0.019924514,0.000000402,,,,,,,,,,,,,,,,,
602.9403687,0.0198278,0.000000402,,,,,,,,,,,,,,,,,
602.0535278,0.017936481,0.000000402,,,,,,,,,,,,,,,,,
601.0186157,0.018635651,0.000000402,,,,,,,,,,,,,,,,,
599.9833984,0.018068124,0.000000402,,,,,,,,,,,,,,,,,
598.947937,0.017056424,0.000000402,,,,,,,,,,,,,,,,,
598.0601807,0.017106665,0.000000402,,,,,,,,,,,,,,,,,
597.0241699,0.016735435,0.000000402,,,,,,,,,,,,,,,,,
595.987854,0.015945153,0.000000402,,,,,,,,,,,,,,,,,
594.9512939,0.015452339,0.000000402,,,,,,,,,,,,,,,,,
594.062561,0.015328834,0.000000402,,,,,,,,,,,,,,,,,
593.0255127,0.014561396,0.000000402,,,,,,,,,,,,,,,,,
591.9880981,0.014737275,0.000000402,,,,,,,,,,,,,,,,,
590.9505005,0.014555427,0.000000402,,,,,,,,,,,,,,,,,
590.0608521,0.014623584,0.000000402,,,,,,,,,,,,,,,,,
589.022644,0.013149749,0.000000402,,,,,,,,,,,,,,,,,
587.9841919,0.012340046,0.000000402,,,,,,,,,,,,,,,,,
586.9454956,0.013111408,0.000000402,,,,,,,,,,,,,,,,,
586.0549316,0.013260438,0.000000402,,,,,,,,,,,,,,,,,
585.015686,0.013376336,0.000000402,,,,,,,,,,,,,,,,,
583.9761963,0.012688959,0.000000402,,,,,,,,,,,,,,,,,
582.9364014,0.012267559,0.000000402,,,,,,,,,,,,,,,,,
582.0449219,0.012048735,0.000000402,,,,,,,,,,,,,,,,,
581.0046387,0.011518107,0.000000402,,,,,,,,,,,,,,,,,
579.9640503,0.011684992,0.000000402,,,,,,,,,,,,,,,,,
579.0718994,0.011862316,0.000000402,,,,,,,,,,,,,,,,,
578.0308228,0.011070463,0.000000402,,,,,,,,,,,,,,,,,
576.9894409,0.010265128,0.000000402,,,,,,,,,,,,,,,,,
575.9478149,0.010280554,0.000000402,,,,,,,,,,,,,,,,,
575.0548096,0.010261416,0.000000402,,,,,,,,,,,,,,,,,
574.0126343,0.010058145,0.000000402,,,,,,,,,,,,,,,,,
572.9702148,0.009222582,0.000000402,,,,,,,,,,,,,,,,,
571.9275513,0.008804954,0.000000402,,,,,,,,,,,,,,,,,
571.0336304,0.00893362,0.000000402,,,,,,,,,,,,,,,,,
569.9904785,0.00864976,0.000000402,,,,,,,,,,,,,,,,,
568.9470215,0.00766335,0.000000402,,,,,,,,,,,,,,,,,
568.0524292,0.007519389,0.000000402,,,,,,,,,,,,,,,,,
567.0084839,0.007377476,0.000000402,,,,,,,,,,,,,,,,,
565.9642334,0.006929395,0.000000402,,,,,,,,,,,,,,,,,
565.0689697,0.006823358,0.000000402,,,,,,,,,,,,,,,,,
564.024292,0.006912509,0.000000402,,,,,,,,,,,,,,,,,
562.9793091,0.005913265,0.000000402,,,,,,,,,,,,,,,,,
561.934021,0.00628305,0.000000402,,,,,,,,,,,,,,,,,
561.0379028,0.005615769,0.000000402,,,,,,,,,,,,,,,,,
559.9921875,0.005405565,0.000000402,,,,,,,,,,,,,,,,,
558.946167,0.005077878,0.000000402,,,,,,,,,,,,,,,,,
558.0493774,0.005008636,0.000000402,,,,,,,,,,,,,,,,,
557.0029297,0.005604651,0.000000402,,,,,,,,,,,,,,,,,
555.9561157,0.004546878,0.000000402,,,,,,,,,,,,,,,,,
555.0587158,0.004144487,0.000000402,,,,,,,,,,,,,,,,,
554.0114746,0.00365164,0.000000402,,,,,,,,,,,,,,,,,
552.9639893,0.003927627,0.000000402,,,,,,,,,,,,,,,,,
552.065918,0.004433078,0.000000402,,,,,,,,,,,,,,,,,
551.0178833,0.004287333,0.000000402,,,,,,,,,,,,,,,,,
549.9696655,0.003156824,0.000000402,,,,,,,,,,,,,,,,,
549.0709839,0.002860558,0.000000402,,,,,,,,,,,,,,,,,
548.0222168,0.00249245,0.000000402,,,,,,,,,,,,,,,,,
546.9732056,0.003038955,0.000000402,,,,,,,,,,,,,,,,,
546.0739136,0.001990526,0.000000402,,,,,,,,,,,,,,,,,
545.0244141,0.002143358,0.000000402,,,,,,,,,,,,,,,,,
543.9746704,0.002502396,0.000000402,,,,,,,,,,,,,,,,,
543.074707,0.001582181,0.000000402,,,,,,,,,,,,,,,,,
542.0245361,0.002419871,0.000000402,,,,,,,,,,,,,,,,,
540.9740601,0.002174966,0.000000402,,,,,,,,,,,,,,,,,
540.0734863,0.002460897,0.000000402,,,,,,,,,,,,,,,,,
539.022522,0.001173234,0.000000402,,,,,,,,,,,,,,,,,
537.9713135,0.001673772,0.000000402,,,,,,,,,,,,,,,,,
537.0701294,0.00222008,0.000000402,,,,,,,,,,,,,,,,,
536.0184326,0.001747293,0.000000402,,,,,,,,,,,,,,,,,
534.9665527,0.001412822,0.000000402,,,,,,,,,,,,,,,,,
534.0646973,0.001831847,0.000000402,,,,,,,,,,,,,,,,,
533.0123291,0.00148261,0.000000402,,,,,,,,,,,,,,,,,
531.9596558,0.000329161,0.000000402,,,,,,,,,,,,,,,,,
531.0571899,0.000701481,0.000000402,,,,,,,,,,,,,,,,,
530.0040894,0.000834044,0.000000402,,,,,,,,,,,,,,,,,
528.9507446,0.000471354,0.000000402,,,,,,,,,,,,,,,,,
528.0476685,0.000245624,0.000000402,,,,,,,,,,,,,,,,,
526.9938965,-1.85E-05,0.000000402,,,,,,,,,,,,,,,,,
525.9398193,0.000293232,0.000000402,,,,,,,,,,,,,,,,,
525.0361328,-0.000171901,0.000000402,,,,,,,,,,,,,,,,,
523.9816284,-0.000482815,0.000000402,,,,,,,,,,,,,,,,,
522.9268188,-0.000169365,0.000000402,,,,,,,,,,,,,,,,,
522.022522,-0.000198862,0.000000402,,,,,,,,,,,,,,,,,
520.9672852,-0.000133344,0.000000402,,,,,,,,,,,,,,,,,
520.0626221,-0.000613065,0.000000402,,,,,,,,,,,,,,,,,
519.006958,-0.000967161,0.000000402,,,,,,,,,,,,,,,,,
517.9509888,-0.000234567,0.000000402,,,,,,,,,,,,,,,,,
517.0457153,-0.00098679,0.000000402,,,,,,,,,,,,,,,,,
515.9893188,-0.000777384,0.000000402,,,,,,,,,,,,,,,,,
514.9326782,-0.001361949,0.000000402,,,,,,,,,,,,,,,,,
514.0267944,-0.001057241,0.000000402,,,,,,,,,,,,,,,,,
512.9697266,-0.00091235,0.000000402,,,,,,,,,,,,,,,,,
512.0634766,-0.000908475,0.000000402,,,,,,,,,,,,,,,,,
511.0059509,-0.00057889,0.000000402,,,,,,,,,,,,,,,,,
509.9481506,-0.000750975,0.000000402,,,,,,,,,,,,,,,,,
509.0413208,-0.001572776,0.000000402,,,,,,,,,,,,,,,,,
507.9830933,-0.00086275,0.000000402,,,,,,,,,,,,,,,,,
506.9246216,-0.0006614,0.000000402,,,,,,,,,,,,,,,,,
506.0171814,-0.001750191,0.000000402,,,,,,,,,,,,,,,,,
504.9582825,-0.001426612,0.000000402,,,,,,,,,,,,,,,,,
504.0504456,-0.001960984,0.000000402,,,,,,,,,,,,,,,,,
502.9910889,-0.001869184,0.000000402,,,,,,,,,,,,,,,,,
501.9315186,-0.001194701,0.000000402,,,,,,,,,,,,,,,,,
501.0231018,-0.001138886,0.000000402,,,,,,,,,,,,,,,,,
499.9630737,-0.001244573,0.000000402,,,,,,,,,,,,,,,,,
499.0542908,-0.000476506,0.000000402,,,,,,,,,,,,,,,,,
497.9938354,-0.001018453,0.000000402,,,,,,,,,,,,,,,,,
496.933136,-0.000814695,0.000000402,,,,,,,,,,,,,,,,,
496.0237732,-0.001807733,0.000000402,,,,,,,,,,,,,,,,,
494.9626465,-0.001259337,0.000000402,,,,,,,,,,,,,,,,,
494.052887,-0.001744622,0.000000402,,,,,,,,,,,,,,,,,
492.991333,-0.000814643,0.000000402,,,,,,,,,,,,,,,,,
491.9295349,-0.001523303,0.000000402,,,,,,,,,,,,,,,,,
491.0192261,-0.001200174,0.000000402,,,,,,,,,,,,,,,,,
489.9570007,-0.00106411,0.000000402,,,,,,,,,,,,,,,,,
489.0463257,-0.001218089,0.000000402,,,,,,,,,,,,,,,,,
487.9836426,-0.00108203,0.000000402,,,,,,,,,,,,,,,,,
487.0726013,-0.000732111,0.000000402,,,,,,,,,,,,,,,,,
486.0095215,-0.00096587,0.000000402,,,,,,,,,,,,,,,,,
484.9461975,-0.001012513,0.000000402,,,,,,,,,,,,,,,,,
484.0346069,-0.000622629,0.000000402,,,,,,,,,,,,,,,,,
482.9708557,-0.000399651,0.000000402,,,,,,,,,,,,,,,,,
482.0588989,-0.000351286,0.000000402,,,,,,,,,,,,,,,,,
480.9947205,-0.001428727,0.000000402,,,,,,,,,,,,,,,,,
479.9303284,-0.000455458,0.000000402,,,,,,,,,,,,,,,,,
479.0177917,-0.000640568,0.000000402,,,,,,,,,,,,,,,,,
477.9529724,-0.000521548,0.000000402,,,,,,,,,,,,,,,,,
477.0401001,-0.000454837,0.000000402,,,,,,,,,,,,,,,,,
475.9748535,-0.000734747,0.000000402,,,,,,,,,,,,,,,,,
475.061615,-0.000464146,0.000000402,,,,,,,,,,,,,,,,,
473.9959717,-0.00010172,0.000000402,,,,,,,,,,,,,,,,,
472.9300842,-0.000276788,0.000000402,,,,,,,,,,,,,,,,,
472.0162964,-0.000740432,0.000000402,,,,,,,,,,,,,,,,,
470.9500122,-0.00036458,0.000000402,,,,,,,,,,,,,,,,,
470.0358582,-0.001336092,0.000000402,,,,,,,,,,,,,,,,,
468.9691467,-0.001154944,0.000000402,,,,,,,,,,,,,,,,,
468.054657,-0.00073056,0.000000402,,,,,,,,,,,,,,,,,
466.9875488,-0.000520255,0.000000402,,,,,,,,,,,,,,,,,
466.0726929,-0.000161447,0.000000402,,,,,,,,,,,,,,,,,
465.0051575,-0.000615908,0.000000402,,,,,,,,,,,,,,,,,
463.9374084,-0.000584474,0.000000402,,,,,,,,,,,,,,,,,
463.0220337,-0.000382737,0.000000402,,,,,,,,,,,,,,,,,
461.9538879,-0.00121272,0.000000402,,,,,,,,,,,,,,,,,
461.038147,-0.00139085,0.000000402,,,,,,,,,,,,,,,,,
459.9696045,-0.000646306,0.000000402,,,,,,,,,,,,,,,,,
459.0534973,-0.001582989,0.000000402,,,,,,,,,,,,,,,,,
457.9845581,-0.000757332,0.000000402,,,,,,,,,,,,,,,,,
457.0681152,-0.001350801,0.000000402,,,,,,,,,,,,,,,,,
455.9987488,-0.000975374,0.000000402,,,,,,,,,,,,,,,,,
454.9291687,-0.000677011,0.000000402,,,,,,,,,,,,,,,,,
454.0122375,-0.000541042,0.000000402,,,,,,,,,,,,,,,,,
452.9422607,-0.000369132,0.000000402,,,,,,,,,,,,,,,,,
452.0249634,-0.000359769,0.000000402,,,,,,,,,,,,,,,,,
450.9545898,-0.000770976,0.000000402,,,,,,,,,,,,,,,,,
450.0369568,-0.000611203,0.000000402,,,,,,,,,,,,,,,,,
448.9661865,-0.00080622,0.000000402,,,,,,,,,,,,,,,,,
448.0482178,-0.000572582,0.000000402,,,,,,,,,,,,,,,,,
446.9770508,-0.000202433,0.000000402,,,,,,,,,,,,,,,,,
446.0587463,-0.00062511,0.000000402,,,,,,,,,,,,,,,,,
444.9871826,-0.001090758,0.000000402,,,,,,,,,,,,,,,,,
444.0685425,0.000138357,0.000000402,,,,,,,,,,,,,,,,,
442.996582,-0.000405599,0.000000402,,,,,,,,,,,,,,,,,
441.9244385,-0.000686574,0.000000402,,,,,,,,,,,,,,,,,
441.0052795,-0.001139299,0.000000402,,,,,,,,,,,,,,,,,
439.9327393,-0.001446117,0.000000402,,,,,,,,,,,,,,,,,
439.0132446,-0.000535768,0.000000402,,,,,,,,,,,,,,,,,
437.9403076,-0.00076617,0.000000402,,,,,,,,,,,,,,,,,
437.0205078,0.000149414,0.000000402,,,,,,,,,,,,,,,,,
435.9472046,0.000321908,0.000000402,,,,,,,,,,,,,,,,,
435.0270386,0.000271422,0.000000402,,,,,,,,,,,,,,,,,
433.9533386,0.000494237,0.000000402,,,,,,,,,,,,,,,,,
433.0328674,-0.000282014,0.000000402,,,,,,,,,,,,,,,,,
431.9588013,0.000331415,0.000000402,,,,,,,,,,,,,,,,,
431.0379944,-9.60E-05,0.000000402,,,,,,,,,,,,,,,,,
429.963562,0.000371493,0.000000402,,,,,,,,,,,,,,,,,
429.0424194,0.000401781,0.000000402,,,,,,,,,,,,,,,,,
427.9675903,-8.38E-05,0.000000402,,,,,,,,,,,,,,,,,
427.0461426,0.001172248,0.000000402,,,,,,,,,,,,,,,,,
425.9709473,0.000848023,0.000000402,,,,,,,,,,,,,,,,,
425.0491943,0.000937955,0.000000402,,,,,,,,,,,,,,,,,
423.9736023,0.001060937,0.000000402,,,,,,,,,,,,,,,,,
423.0515137,0.001323156,0.000000402,,,,,,,,,,,,,,,,,
421.9755859,0.001670446,0.000000402,,,,,,,,,,,,,,,,,
421.0531616,0.001165707,0.000000402,,,,,,,,,,,,,,,,,
419.9768372,0.001654049,0.000000402,,,,,,,,,,,,,,,,,
419.0541382,0.002166459,0.000000402,,,,,,,,,,,,,,,,,
417.9774475,0.002402249,0.000000402,,,,,,,,,,,,,,,,,
417.0544128,0.002887294,0.000000402,,,,,,,,,,,,,,,,,
415.977356,0.00223707,0.000000402,,,,,,,,,,,,,,,,,
415.0540161,0.002671191,0.000000402,,,,,,,,,,,,,,,,,
413.976593,0.002482037,0.000000402,,,,,,,,,,,,,,,,,
413.0529175,0.004061753,0.000000402,,,,,,,,,,,,,,,,,
411.9751587,0.003812004,0.000000402,,,,,,,,,,,,,,,,,
411.051178,0.003546426,0.000000402,,,,,,,,,,,,,,,,,
409.9730225,0.003765732,0.000000402,,,,,,,,,,,,,,,,,
409.0487671,0.00311375,0.000000402,,,,,,,,,,,,,,,,,
407.9702454,0.00407717,0.000000402,,,,,,,,,,,,,,,,,
407.0456543,0.00490071,0.000000402,,,,,,,,,,,,,,,,,
405.9667969,0.004223158,0.000000402,,,,,,,,,,,,,,,,,
405.0419006,0.002917288,0.000000402,,,,,,,,,,,,,,,,,
403.9627075,0.00289373,0.000000402,,,,,,,,,,,,,,,,,
403.0375061,0.003576622,0.000000402,,,,,,,,,,,,,,,,,
401.9579163,0.002995242,0.000000402,,,,,,,,,,,,,,,,,
401.0324402,0.004064863,0.000000402,,,,,,,,,,,,,,,,,
399.9525146,0.003065962,0.000000402,,,,,,,,,,,,,,,,,
800.0465698,-0.000653801,0.000000804,,,,,,,,,,,,,,,,,
798.9385376,-0.000297949,0.000000804,,,,,,,,,,,,,,,,,
797.9685669,0.001360105,0.000000804,,,,,,,,,,,,,,,,,
796.99823,-0.000561983,0.000000804,,,,,,,,,,,,,,,,,
796.0275269,0.000183544,0.000000804,,,,,,,,,,,,,,,,,
795.0564575,-0.000890237,0.000000804,,,,,,,,,,,,,,,,,
793.946228,0.000502141,0.000000804,,,,,,,,,,,,,,,,,
792.9743652,-9.01E-05,0.000000804,,,,,,,,,,,,,,,,,
792.0020752,-0.00038584,0.000000804,,,,,,,,,,,,,,,,,
791.02948,-0.000234257,0.000000804,,,,,,,,,,,,,,,,,
790.0564575,-0.002429733,0.000000804,,,,,,,,,,,,,,,,,
788.9439697,-0.000217491,0.000000804,,,,,,,,,,,,,,,,,
787.9702148,0.001247682,0.000000804,,,,,,,,,,,,,,,,,
786.9960327,0.00094003,0.000000804,,,,,,,,,,,,,,,,,
786.0214844,-0.00037534,0.000000804,,,,,,,,,,,,,,,,,
785.0465698,-0.000628264,0.000000804,,,,,,,,,,,,,,,,,
783.9318848,-0.000728286,0.000000804,,,,,,,,,,,,,,,,,
782.9561768,0.000210556,0.000000804,,,,,,,,,,,,,,,,,
781.9801025,-0.000326713,0.000000804,,,,,,,,,,,,,,,,,
781.0036621,0.00107059,0.000000804,,,,,,,,,,,,,,,,,
780.0268555,0.000835911,0.000000804,,,,,,,,,,,,,,,,,
779.0496826,-0.000218785,0.000000804,,,,,,,,,,,,,,,,,
777.9324341,-0.000484367,0.000000804,,,,,,,,,,,,,,,,,
776.9544678,-0.002579986,0.000000804,,,,,,,,,,,,,,,,,
775.9761353,-3.73E-06,0.000000804,,,,,,,,,,,,,,,,,
774.9973755,0.000620049,0.000000804,,,,,,,,,,,,,,,,,
774.0183105,-0.001346053,0.000000804,,,,,,,,,,,,,,,,,
773.0388794,-0.000647701,0.000000804,,,,,,,,,,,,,,,,,
772.059082,0.001121247,0.000000804,,,,,,,,,,,,,,,,,
770.9388428,-8.63E-05,0.000000804,,,,,,,,,,,,,,,,,
769.958252,0.000823177,0.000000804,,,,,,,,,,,,,,,,,
768.9772949,7.82E-05,0.000000804,,,,,,,,,,,,,,,,,
767.9959717,-0.000313263,0.000000804,,,,,,,,,,,,,,,,,
767.0143433,-0.000674478,0.000000804,,,,,,,,,,,,,,,,,
766.0322876,-0.001269919,0.000000804,,,,,,,,,,,,,,,,,
765.0498657,-0.000620768,0.000000804,,,,,,,,,,,,,,,,,
764.0671387,-0.000848024,0.000000804,,,,,,,,,,,,,,,,,
762.9435425,0.000518547,0.000000804,,,,,,,,,,,,,,,,,
761.9599609,-0.000709524,0.000000804,,,,,,,,,,,,,,,,,
760.9760742,-0.000653129,0.000000804,,,,,,,,,,,,,,,,,
759.9918213,0.000110392,0.000000804,,,,,,,,,,,,,,,,,
759.0072021,0.000362192,0.000000804,,,,,,,,,,,,,,,,,
758.0222168,-0.000145972,0.000000804,,,,,,,,,,,,,,,,,
757.0369263,-0.001022843,0.000000804,,,,,,,,,,,,,,,,,
756.0512085,-0.000411858,0.000000804,,,,,,,,,,,,,,,,,
755.0651855,0.000754973,0.000000804,,,,,,,,,,,,,,,,,
753.9378052,5.04E-05,0.000000804,,,,,,,,,,,,,,,,,
752.9509888,-0.001179935,0.000000804,,,,,,,,,,,,,,,,,
751.9638672,-0.001216695,0.000000804,,,,,,,,,,,,,,,,,
750.9763184,-0.000514929,0.000000804,,,,,,,,,,,,,,,,,
749.9884644,0.000246297,0.000000804,,,,,,,,,,,,,,,,,
749.0002441,-0.001239978,0.000000804,,,,,,,,,,,,,,,,,
748.0116577,0.001892265,0.000000804,,,,,,,,,,,,,,,,,
747.0227051,-0.000576822,0.000000804,,,,,,,,,,,,,,,,,
746.0333862,0.00074499,0.000000804,,,,,,,,,,,,,,,,,
745.0437622,-0.00052584,0.000000804,,,,,,,,,,,,,,,,,
744.053772,0.000305614,0.000000804,,,,,,,,,,,,,,,,,
743.0634155,0.00120215,0.000000804,,,,,,,,,,,,,,,,,
741.9311523,-0.00010203,0.000000804,,,,,,,,,,,,,,,,,
740.9400635,0.000330975,0.000000804,,,,,,,,,,,,,,,,,
739.9486084,-0.000316729,0.000000804,,,,,,,,,,,,,,,,,
738.9568481,-0.000582303,0.000000804,,,,,,,,,,,,,,,,,
737.9646606,0.000582151,0.000000804,,,,,,,,,,,,,,,,,
736.972168,-0.000214542,0.000000804,,,,,,,,,,,,,,,,,
735.9793701,-0.000518238,0.000000804,,,,,,,,,,,,,,,,,
734.986145,-0.000167967,0.000000804,,,,,,,,,,,,,,,,,
733.9926147,-7.37E-05,0.000000804,,,,,,,,,,,,,,,,,
732.9987183,0.000881327,0.000000804,,,,,,,,,,,,,,,,,
732.0045166,-0.000205589,0.000000804,,,,,,,,,,,,,,,,,
731.0099487,0.00059983,0.000000804,,,,,,,,,,,,,,,,,
730.0150146,3.70E-05,0.000000804,,,,,,,,,,,,,,,,,
729.0197144,-0.000233791,0.000000804,,,,,,,,,,,,,,,,,
728.0241089,0.000425489,0.000000804,,,,,,,,,,,,,,,,,
727.0281372,-0.000862388,0.000000804,,,,,,,,,,,,,,,,,
726.0318604,-0.000518497,0.000000804,,,,,,,,,,,,,,,,,
725.0352173,-0.000683214,0.000000804,,,,,,,,,,,,,,,,,
724.038208,7.18E-05,0.000000804,,,,,,,,,,,,,,,,,
723.0408936,0.00014206,0.000000804,,,,,,,,,,,,,,,,,
722.0432129,5.69E-06,0.000000804,,,,,,,,,,,,,,,,,
721.0452271,-7.40E-06,0.000000804,,,,,,,,,,,,,,,,,
720.046875,-0.000268406,0.000000804,,,,,,,,,,,,,,,,,
719.0481567,0.000972018,0.000000804,,,,,,,,,,,,,,,,,
718.0491333,-0.000186184,0.000000804,,,,,,,,,,,,,,,,,
717.0498047,-0.000405392,0.000000804,,,,,,,,,,,,,,,,,
716.0500488,0.000272121,0.000000804,,,,,,,,,,,,,,,,,
715.0500488,-3.33E-05,0.000000804,,,,,,,,,,,,,,,,,
714.0496216,0.000477315,0.000000804,,,,,,,,,,,,,,,,,
713.0489502,-0.000160515,0.000000804,,,,,,,,,,,,,,,,,
712.0478516,-0.000299501,0.000000804,,,,,,,,,,,,,,,,,
711.0464478,-0.000203727,0.000000804,,,,,,,,,,,,,,,,,
710.0447388,0.000201647,0.000000804,,,,,,,,,,,,,,,,,
709.0426636,-0.00040203,0.000000804,,,,,,,,,,,,,,,,,
708.0402832,0.000518935,0.000000804,,,,,,,,,,,,,,,,,
