Wavelength (nm),Abs,Concentration
669.0580444,0.000506651,0.000000202
668.039978,0.000774914,0.000000202
667.0216064,0.000501519,0.000000202
666.0028687,0.000763945,0.000000202
664.9838867,0.000937306,0.000000202
663.9645386,0.000340793,0.000000202
662.9448853,0.000136104,0.000000202
662.0706787,0.00051992,0.000000202
661.0504761,0.000123804,0.000000202
660.0299072,0.000177174,0.000000202
659.0090942,0.000214415,0.000000202
657.987915,0.000709415,0.000000202
656.9664917,0.000410616,0.000000202
655.9447021,0.000352166,0.000000202
655.0686646,0.00051567,0.000000202
654.0463257,0.000460548,0.000000202
653.0236206,0.000568699,0.000000202
652.0006714,0.000459901,0.000000202
650.977417,0.000539566,0.000000202
649.9537964,0.000787051,0.000000202
648.9299316,0.000854118,0.000000202
648.052063,0.00069041,0.000000202
647.0275879,0.000920029,0.000000202
646.0028687,0.001002296,0.000000202
644.9777832,-0.000255885,0.000000202
643.9523926,0.000462958,0.000000202
642.9267578,0.000222288,0.000000202
642.0473633,0.000105317,0.000000202
641.0211182,5.00E-05,0.000000202
639.9945679,0.000676876,0.000000202
638.9677124,0.000514659,0.000000202
637.9405518,0.000471639,0.000000202
637.0599365,0.000679313,0.000000202
636.0322266,0.000283544,0.000000202
635.0042114,0.000486307,0.000000202
633.9758911,0.000508802,0.000000202
632.9473267,0.000728913,0.000000202
632.0654297,0.000680817,0.000000202
631.0362549,0.000194991,0.000000202
630.0067749,0.000332348,0.000000202
628.9770508,0.00100009,0.000000202
627.9470215,0.000275695,0.000000202
627.0638428,0.000166479,0.000000202
626.0332642,0.000344731,0.000000202
625.0023804,0.000218455,0.000000202
623.9711914,4.82E-05,0.000000202
622.9396973,0.000684913,0.000000202
622.0552979,-2.82E-05,0.000000202
621.0233154,0.000692406,0.000000202
619.9909668,0.000487836,0.000000202
618.958374,0.00039691,0.000000202
618.072998,0.000366467,0.000000202
617.039856,0.000558927,0.000000202
616.0064087,-0.00022872,0.000000202
614.9726563,0.000385302,0.000000202
613.9386597,0.000452982,0.000000202
613.052124,1.37E-06,0.000000202
612.0175171,0.000834588,0.000000202
610.982666,0.00043702,0.000000202
609.9475098,0.00024495,0.000000202
609.0599976,0.00086496,0.000000202
608.024353,0.000339342,0.000000202
606.9884033,0.000668502,0.000000202
605.9521484,0.000776548,0.000000202
605.0636597,0.000694169,0.000000202
604.0269165,0.000388619,0.000000202
602.9898071,0.001005409,0.000000202
601.9524536,0.001060003,0.000000202
601.0631104,0.000302816,0.000000202
600.0252075,0.000574375,0.000000202
598.9870605,0.000732362,0.000000202
597.9486084,0.000608254,0.000000202
597.0582886,0.000631015,0.000000202
596.0192871,0.000778649,0.000000202
594.9800415,0.000920626,0.000000202
593.9404907,0.000824162,0.000000202
593.0492554,0.000932611,0.000000202
592.0092163,0.000476796,0.000000202
590.9688721,0.000579689,0.000000202
589.9282227,0.000570617,0.000000202
589.0360718,0.000283984,0.000000202
587.9949341,0.000467571,0.000000202
586.9535522,0.000372452,0.000000202
586.0606689,0.000892273,0.000000202
585.0187378,0.000647891,0.000000202
583.9765625,0.000902156,0.000000202
582.934082,0.000528084,0.000000202
582.0403442,0.000955596,0.000000202
580.9973145,0.000669876,0.000000202
579.9541016,0.000291652,0.000000202
579.0596313,0.000369809,0.000000202
578.0158691,0.000693884,0.000000202
576.9718018,0.000759563,0.000000202
575.9274902,0.000340845,0.000000202
575.0321655,0.000553069,0.000000202
573.9873657,0.000588424,0.000000202
572.9422607,0.000587491,0.000000202
572.0462646,0.00062443,0.000000202
571.0006714,0.000654269,0.000000202
569.954834,0.000877851,0.000000202
569.0581665,0.001140453,0.000000202
568.0117798,0.000490194,0.000000202
566.9651489,0.000663472,0.000000202
566.0678711,0.000438004,0.000000202
565.020752,0.000174377,0.000000202
563.9733276,0.000882935,0.000000202
562.9256592,0.000460678,0.000000202
562.0274658,-7.56E-05,0.000000202
560.9793091,0.00070454,0.000000202
559.9309082,0.000709311,0.000000202
559.0320435,0.000123571,0.000000202
557.9831543,0.000363021,0.000000202
556.934021,0.000420644,0.000000202
556.0344849,0.000608176,0.000000202
554.9848633,0.000530106,0.000000202
553.9349365,0.00025026,0.000000202
553.03479,0.000395381,0.000000202
551.984375,0.00058775,0.000000202
550.9337158,0.000563515,0.000000202
550.032959,0.000613957,0.000000202
548.9818115,0.000932559,0.000000202
547.9304199,0.000764723,0.000000202
547.0289917,0.000491542,0.000000202
545.9771118,0.000695595,0.000000202
544.9249878,0.000216979,0.000000202
544.0229492,0.000753702,0.000000202
542.9702759,0.000581114,0.000000202
542.0678711,0.000406781,0.000000202
541.0147705,0.000389681,0.000000202
539.9614258,0.000865375,0.000000202
539.0583496,0.000857127,0.000000202
538.0045166,5.26E-05,0.000000202
536.9504395,0.000139444,0.000000202
536.0467529,0.000405874,0.000000202
534.9921875,-7.93E-05,0.000000202
533.9373779,-0.000399082,0.000000202
533.0330811,0.00012831,0.000000202
531.9777832,-6.01E-05,0.000000202
531.0731201,0.000202346,0.000000202
530.017334,0.000180955,0.000000202
528.9613647,4.21E-05,0.000000202
528.0560303,-0.00018991,0.000000202
526.9995728,0.000254611,0.000000202
525.9429321,0.000158788,0.000000202
525.0369873,0.000111868,0.000000202
523.9797974,-0.000322885,0.000000202
523.0734863,0.000392505,0.000000202
522.0158691,0.000364187,0.000000202
520.9580078,0.000509787,0.000000202
520.0510864,0.000674672,0.000000202
518.9927368,0.00048978,0.000000202
517.9342041,0.000353539,0.000000202
517.0266724,0.000190407,0.000000202
515.9676514,0.000531557,0.000000202
515.0596924,0.000417871,0.000000202
514.0002441,0.000602499,0.000000202
512.9405518,0.000223427,0.000000202
512.0319824,0.000380069,0.000000202
510.9718628,0.000470447,0.000000202
510.0629578,0.000589616,0.000000202
509.0023499,0.000451116,0.000000202
507.9414978,0.000297324,0.000000202
507.0320129,0.000374732,0.000000202
505.9707031,0.000576319,0.000000202
505.0608521,0.000314887,0.000000202
503.999115,0.000591068,0.000000202
502.9371338,0.000598533,0.000000202
502.0266724,0.000450183,0.000000202
500.9642639,0.000574712,0.000000202
500.0534363,0.000492449,0.000000202
498.9905701,0.00033556,0.000000202
497.9274902,0.000642784,0.000000202
497.0160828,0.000765864,0.000000202
495.9525452,0.000429661,0.000000202
495.0407715,0.000565407,0.000000202
493.9768066,0.000856634,0.000000202
493.0646667,0.001114603,0.000000202
492.0002747,0.001088496,0.000000202
490.9356384,0.001085096,0.000000202
490.0229187,0.000996691,0.000000202
488.9578857,0.001340916,0.000000202
488.0447998,0.001201527,0.000000202
486.9793091,0.001201293,0.000000202
486.0658569,0.001335801,0.000000202
484.999939,0.001630742,0.000000202
483.9338074,0.001337956,0.000000202
483.0197754,0.001380101,0.000000202
481.9532166,0.001656908,0.000000202
481.0388489,0.001556098,0.000000202
479.9718628,0.001917511,0.000000202
479.0571289,0.002393607,0.000000202
477.9897156,0.001921307,0.000000202
477.0746155,0.00199812,0.000000202
476.0068054,0.00203843,0.000000202
474.9387512,0.00212892,0.000000202
474.0231018,0.002157692,0.000000202
472.9546509,0.002134331,0.000000202
472.0386353,0.002598998,0.000000202
470.9697571,0.002900897,0.000000202
470.0534058,0.002719352,0.000000202
468.9841003,0.002736544,0.000000202
468.0674133,0.002802716,0.000000202
466.9977112,0.002826321,0.000000202
465.9277649,0.003268125,0.000000202
465.0105286,0.003026417,0.000000202
463.9401855,0.00291437,0.000000202
463.0226135,0.003285391,0.000000202
461.9518738,0.003328299,0.000000202
461.033905,0.003378255,0.000000202
459.9627686,0.003324856,0.000000202
459.0444946,0.003594971,0.000000202
457.9729309,0.003522312,0.000000202
457.0542908,0.003561093,0.000000202
455.9823608,0.003576779,0.000000202
455.063385,0.003503079,0.000000202
453.9910278,0.003744608,0.000000202
453.0717163,0.003988415,0.000000202
451.9989624,0.003923082,0.000000202
450.9260254,0.00397423,0.000000202
450.0061646,0.004313974,0.000000202
448.9328308,0.004274157,0.000000202
448.0126343,0.004343727,0.000000202
446.9389038,0.004195582,0.000000202
446.0183716,0.004112996,0.000000202
444.9442444,0.004200809,0.000000202
444.023407,0.004379496,0.000000202
442.9488831,0.004316248,0.000000202
442.0276794,0.004316065,0.000000202
440.9527893,0.004718249,0.000000202
440.03125,0.00462298,0.000000202
438.9559631,0.005049017,0.000000202
438.0341187,0.005029036,0.000000202
436.9584351,0.00502571,0.000000202
436.0362549,0.004811211,0.000000202
434.9602051,0.005111665,0.000000202
434.0376892,0.005095923,0.000000202
432.9612427,0.004792051,0.000000202
432.0384216,0.005359176,0.000000202
430.9615784,0.005310563,0.000000202
430.0384521,0.005413559,0.000000202
428.9612427,0.005258498,0.000000202
428.0377502,0.005460191,0.000000202
426.9601746,0.005160019,0.000000202
426.036377,0.005003923,0.000000202
424.9584351,0.005261669,0.000000202
424.0343323,0.004554752,0.000000202
422.9559937,0.005218386,0.000000202
422.0315552,0.00501699,0.000000202
420.9528809,0.00530527,0.000000202
420.0281067,0.005628828,0.000000202
418.9490662,0.005194598,0.000000202
418.0239868,0.004881782,0.000000202
416.9445496,0.004975119,0.000000202
416.019165,0.005094378,0.000000202
414.9393921,0.005135343,0.000000202
414.0137024,0.005081256,0.000000202
412.9335327,0.004650425,0.000000202
412.0075378,0.004648306,0.000000202
410.927002,0.004424213,0.000000202
410.0007019,0.004699146,0.000000202
409.0742493,0.004541045,0.000000202
407.9931946,0.004756457,0.000000202
407.0664368,0.00458596,0.000000202
405.9850464,0.004368174,0.000000202
405.0579834,0.004657019,0.000000202
403.9762268,0.004937258,0.000000202
403.0488281,0.004818251,0.000000202
401.9667358,0.004418015,0.000000202
401.0390625,0.004652806,0.000000202
399.956604,0.004985331,0.000000202
399.0286255,0.004345505,0.000000202
397.9458008,0.003940975,0.000000202
397.0175476,0.003951555,0.000000202
395.9343872,0.004709954,0.000000202
395.0057983,0.004187323,0.000000202
394.0770874,0.004013626,0.000000202
392.9934387,0.003844387,0.000000202
392.0644226,0.00380135,0.000000202
390.9804077,0.004226111,0.000000202
390.0511169,0.003788972,0.000000202
388.9667664,0.00355971,0.000000202
388.0371704,0.00366451,0.000000202
386.9524841,0.00361828,0.000000202
386.022583,0.003219695,0.000000202
384.937561,0.003307927,0.000000202
384.0073853,0.003335838,0.000000202
383.0770874,0.003118052,0.000000202
381.9915771,0.003291756,0.000000202
381.0609741,0.003403744,0.000000202
379.9751282,0.002990576,0.000000202
379.0442505,0.003207907,0.000000202
377.9580383,0.003610736,0.000000202
377.026886,0.003219695,0.000000202
375.9403687,0.003075191,0.000000202
375.0089111,0.002974573,0.000000202
374.0773315,0.003450604,0.000000202
372.9903259,0.003112108,0.000000202
372.0584717,0.002686194,0.000000202
370.9711609,0.002721254,0.000000202
370.039032,0.002922891,0.000000202
368.951355,0.003136694,0.000000202
368.0189514,0.002571421,0.000000202
366.9309692,0.002460272,0.000000202
365.998291,0.002635848,0.000000202
365.0654602,0.002179441,0.000000202
363.9770203,0.002365809,0.000000202
363.0439453,0.002663091,0.000000202
361.9551697,0.002111778,0.000000202
361.0218201,0.002173197,0.000000202
359.9327393,0.002102414,0.000000202
358.999115,0.002204417,0.000000202
358.0653381,0.002246594,0.000000202
356.9757996,0.00177739,0.000000202
356.0417786,0.001887715,0.000000202
354.9519348,0.001847991,0.000000202
354.0176392,0.002586707,0.000000202
352.9274597,0.002114067,0.000000202
351.9929199,0.001669121,0.000000202
351.0582275,0.001991072,0.000000202
349.9676208,0.001758858,0.000000202
349.0326843,0.001958307,0.000000202
347.9417419,0.002317192,0.000000202
347.0065613,0.001515209,0.000000202
346.071228,0.001124232,0.000000202
344.9798584,0.001162462,0.000000202
344.044281,0.001305292,0.000000202
342.9526062,0.001272968,0.000000202
342.0167542,0.001880124,0.000000202
340.9248047,0.001358366,0.000000202
339.9887085,0.001634379,0.000000202
339.0524902,0.001775259,0.000000202
337.960083,0.001197036,0.000000202
337.0235901,0.001357327,0.000000202
335.9309082,0.001740665,0.000000202
334.9941711,0.001624947,0.000000202
334.0573425,0.000838012,0.000000202
332.9642029,0.001073107,0.000000202
332.0271301,0.001297996,0.000000202
330.9337158,0.001354756,0.000000202
329.9963684,0.001019913,0.000000202
329.0588989,0.000528214,0.000000202
327.9650574,0.001242308,0.000000202
327.0273743,0.000670161,0.000000202
325.9332275,0.000794727,0.000000202
324.9953003,0.000600322,0.000000202
324.0572205,0.000584095,0.000000202
322.962677,0.000730962,0.000000202
322.0243835,0.000457465,0.000000202
320.9295654,0.001019783,0.000000202
319.9909973,0.000957956,0.000000202
319.0523682,0.000653724,0.000000202
317.9571228,0.000468141,0.000000202
317.018219,0.00014729,0.000000202
315.922699,8.18E-06,0.000000202
314.9835815,0.000363073,0.000000202
314.044342,0.000348643,0.000000202
312.9484253,-0.000264112,0.000000202
312.0089417,0.000298464,0.000000202
311.0693665,0.000374991,0.000000202
309.973053,-0.000319315,0.000000202
309.0332336,-0.00019022,0.000000202
307.9366455,-0.000489125,0.000000202
306.996582,-0.000136553,0.000000202
306.056427,-0.000208125,0.000000202
304.9594421,-2.69E-05,0.000000202
304.019043,-0.000565913,0.000000202
302.921814,-0.000620768,0.000000202
301.9812012,-0.000883004,0.000000202
301.0404663,-0.000762345,0.000000202
299.9428406,-0.000382685,0.000000202
799.932312,0.00019569,0.000000404
798.9598389,0.000314913,0.000000404
797.9869995,0.001111645,0.000000404
797.0137329,0.001115174,0.000000404
796.0401001,0.000557605,0.000000404
795.0661011,0.000439922,0.000000404
793.9525146,0.001030551,0.000000404
792.9777222,0.000224023,0.000000404
792.0025024,0.000152314,0.000000404
791.0269775,0.000352684,0.000000404
790.0510254,0.000468426,0.000000404
788.9352417,0.000590679,0.000000404
787.9585571,0.001134172,0.000000404
786.9814453,-0.000550763,0.000000404
786.0039673,0.000777637,0.000000404
785.026123,0.000745871,0.000000404
784.0479126,0.000478118,0.000000404
783.0693359,0.000751213,0.000000404
781.9505005,0.000763919,0.000000404
780.9711304,0.001286625,0.000000404
779.991394,0.000710011,0.000000404
779.0112915,-2.11E-05,0.000000404
778.0308228,0.001375167,0.000000404
777.0499878,0.000992307,0.000000404
776.0687866,-0.000375184,0.000000404
774.9469604,0.001329491,0.000000404
773.9649658,0.000781138,0.000000404
772.982605,-0.000540783,0.000000404
771.9998779,0.000957022,0.000000404
771.0167847,0.000416057,0.000000404
770.0333252,0.00106143,0.000000404
769.0494995,0.00064141,0.000000404
768.0653687,0.000709026,0.000000404
766.9401245,6.49E-05,0.000000404
765.9551392,0.000254249,0.000000404
764.9698486,-6.07E-05,0.000000404
763.9841919,0.00099542,0.000000404
762.9981079,3.49E-05,0.000000404
762.0117188,0.000908045,0.000000404
761.0249634,0.001246384,0.000000404
760.0378418,0.000415306,0.000000404
759.050415,0.00115696,0.000000404
758.062561,-0.000825443,0.000000404
756.9331665,0.001215648,0.000000404
755.9445801,6.52E-05,0.000000404
754.9556274,0.000121034,0.000000404
753.9663086,0.000176008,0.000000404
752.9766235,0.000754895,0.000000404
751.9865723,3.55E-05,0.000000404
750.9962158,0.000550322,0.000000404
750.0054932,0.00145648,0.000000404
749.0144043,0.0010134,0.000000404
748.0229492,0.001013738,0.000000404
747.0311279,0.000366856,0.000000404
746.0390015,-7.61E-06,0.000000404
745.0465088,-0.000373167,0.000000404
744.0536499,0.000640373,0.000000404
743.0604248,0.000391909,0.000000404
742.0668945,8.31E-05,0.000000404
740.9309692,0.000636718,0.000000404
739.9366455,0.000723857,0.000000404
738.9420166,0.000929731,0.000000404
737.9470215,-6.78E-05,0.000000404
736.9516602,0.000349809,0.000000404
735.9559326,0.000815759,0.000000404
734.9598999,0.000562607,0.000000404
733.963501,0.000210711,0.000000404
732.9667969,0.00089204,0.000000404
731.9696655,-2.67E-05,0.000000404
730.972229,0.000883714,0.000000404
729.9744873,0.000585288,0.000000404
728.9763794,0.000679598,0.000000404
727.9779053,-0.000271459,0.000000404
726.9790649,0.000212861,0.000000404
725.9799194,0.000840009,0.000000404
724.9804077,0.000631274,0.000000404
723.9805908,0.000660724,0.000000404
722.9804077,7.31E-05,0.000000404
721.9798584,0.000858813,0.000000404
720.9790039,0.000761845,0.000000404
719.9778442,0.000406522,0.000000404
718.9762573,0.000539384,0.000000404
717.9744263,0.000432537,0.000000404
716.972168,0.000173781,0.000000404
715.9696045,0.000302272,0.000000404
714.9667358,0.000653957,0.000000404
713.963501,0.000940212,0.000000404
712.9598999,0.00021211,0.000000404
711.9559937,0.000389085,0.000000404
710.9517822,0.000694558,0.000000404
709.9472046,1.73E-06,0.000000404
708.9422607,8.35E-05,0.000000404
707.9370117,0.000484752,0.000000404
706.9314575,0.000305303,0.000000404
706.0692139,0.000834096,0.000000404
705.0630493,0.000487784,0.000000404
704.0565186,0.000205376,0.000000404
703.0496216,0.00028098,0.000000404
702.0424194,0.000361726,0.000000404
701.0349121,0.000197995,0.000000404
700.0270386,0.000469644,0.000000404
699.0188599,0.000436294,0.000000404
698.0103149,0.000157234,0.000000404
697.0014648,0.000441347,0.000000404
695.9923096,9.88E-05,0.000000404
694.9827881,-0.000137899,0.000000404
693.9729614,0.000312737,0.000000404
692.9627686,0.000147031,0.000000404
691.9522705,0.000548741,0.000000404
690.9414673,0.000307349,0.000000404
689.9302979,0.000356829,0.000000404
689.0633545,0.000516784,0.000000404
688.0516357,0.000152133,0.000000404
687.0395508,0.000223609,0.000000404
686.0271606,0.00010788,0.000000404
685.0144043,0.000148326,0.000000404
684.0013428,-0.000101927,0.000000404
682.9879761,-0.000147473,0.000000404
681.9743042,0.000616653,0.000000404
680.9602661,0.000769209,0.000000404
679.9459229,0.000729146,0.000000404
678.9312744,0.000467804,0.000000404
678.0613403,-0.000226288,0.000000404
677.0460815,0.000145866,0.000000404
676.0305176,0.000586013,0.000000404
675.0146484,0.000503722,0.000000404
673.9984131,0.000620204,0.000000404
672.9818726,-2.67E-05,0.000000404
671.9650269,0.000391572,0.000000404
670.947876,9.06E-05,0.000000404
669.9304199,0.000100242,0.000000404
669.0580444,0.000358539,0.000000404
668.039978,0.000455184,0.000000404
667.0216064,0.000193852,0.000000404
666.0028687,0.000410098,0.000000404
664.9838867,0.000296936,0.000000404
663.9645386,2.92E-05,0.000000404
662.9448853,0.000260154,0.000000404
662.0706787,0.00031898,0.000000404
661.0504761,-4.14E-06,0.000000404
660.0299072,0.000306313,0.000000404
659.0090942,-0.000565654,0.000000404
657.987915,0.000139833,0.000000404
656.9664917,-7.22E-05,0.000000404
655.9447021,-6.26E-06,0.000000404
655.0686646,0.000137606,0.000000404
654.0463257,-0.000518704,0.000000404
653.0236206,0.000281679,0.000000404
652.0006714,0.000170104,0.000000404
650.977417,0.000169767,0.000000404
649.9537964,0.000575904,0.000000404
648.9299316,0.000499446,0.000000404
648.052063,0.000350612,0.000000404
647.0275879,0.000920289,0.000000404
646.0028687,0.000423572,0.000000404
644.9777832,-0.000291999,0.000000404
643.9523926,4.84E-05,0.000000404
642.9267578,0.000283026,0.000000404
642.0473633,-0.000228099,0.000000404
641.0211182,0.00039919,0.000000404
639.9945679,0.000345845,0.000000404
638.9677124,0.000730547,0.000000404
637.9405518,0.000191987,0.000000404
637.0599365,0.000215192,0.000000404
636.0322266,0.000573857,0.000000404
635.0042114,0.000291859,0.000000404
633.9758911,0.000609913,0.000000404
632.9473267,0.000547782,0.000000404
632.0654297,0.000367736,0.000000404
631.0362549,-7.11E-05,0.000000404
630.0067749,5.60E-05,0.000000404
628.9770508,0.000339213,0.000000404
627.9470215,-0.000207815,0.000000404
627.0638428,-7.82E-05,0.000000404
626.0332642,0.000126601,0.000000404
625.0023804,-1.94E-05,0.000000404
623.9711914,0.000125462,0.000000404
622.9396973,0.00015783,0.000000404
622.0552979,0.000280047,0.000000404
621.0233154,0.000383152,0.000000404
619.9909668,0.000224049,0.000000404
618.958374,-0.000106275,0.000000404
618.072998,0.000523082,0.000000404
617.039856,-3.11E-05,0.000000404
616.0064087,-0.000579459,0.000000404
614.9726563,7.24E-05,0.000000404
613.9386597,-6.32E-05,0.000000404
613.052124,3.62E-05,0.000000404
612.0175171,0.000522693,0.000000404
610.982666,0.000283285,0.000000404
609.9475098,-0.000330076,0.000000404
609.0599976,-7.56E-05,0.000000404
608.024353,-0.000213196,0.000000404
606.9884033,-1.98E-05,0.000000404
605.9521484,3.16E-05,0.000000404
605.0636597,0.000179789,0.000000404
604.0269165,0.000149595,0.000000404
602.9898071,0.000503152,0.000000404
601.9524536,4.37E-05,0.000000404
601.0631104,-0.000163672,0.000000404
600.0252075,5.06E-05,0.000000404
598.9870605,9.12E-05,0.000000404
597.9486084,-7.19E-05,0.000000404
597.0582886,0.000409787,0.000000404
596.0192871,0.000408932,0.000000404
594.9800415,0.000547471,0.000000404
593.9404907,0.000626659,0.000000404
593.0492554,0.000491542,0.000000404
592.0092163,0.000618338,0.000000404
590.9688721,0.000209002,0.000000404
589.9282227,0.000318955,0.000000404
589.0360718,0.000411523,0.000000404
587.9949341,-0.000332404,0.000000404
586.9535522,0.000197374,0.000000404
586.0606689,0.000617586,0.000000404
585.0187378,0.00039279,0.000000404
583.9765625,0.000462932,0.000000404
582.934082,-0.00012439,0.000000404
582.0403442,0.000715093,0.000000404
580.9973145,0.000139781,0.000000404
579.9541016,9.97E-05,0.000000404
579.0596313,7.69E-05,0.000000404
578.0158691,0.000599752,0.000000404
576.9718018,0.000337063,0.000000404
575.9274902,1.95E-05,0.000000404
575.0321655,0.000364576,0.000000404
573.9873657,0.000296496,0.000000404
572.9422607,0.000367736,0.000000404
572.0462646,2.46E-05,0.000000404
571.0006714,0.000413337,0.000000404
569.954834,0.00076226,0.000000404
569.0581665,0.000454847,0.000000404
568.0117798,-4.30E-06,0.000000404
566.9651489,0.000252824,0.000000404
566.0678711,8.27E-05,0.000000404
565.020752,0.000370457,0.000000404
563.9733276,0.000684861,0.000000404
562.9256592,-7.23E-05,0.000000404
562.0274658,-0.000180129,0.000000404
560.9793091,-4.70E-05,0.000000404
559.9309082,0.000302065,0.000000404
559.0320435,-0.00025097,0.000000404
557.9831543,0.000217626,0.000000404
556.934021,0.00010599,0.000000404
556.0344849,0.000180566,0.000000404
554.9848633,0.000204366,0.000000404
553.9349365,-0.00011849,0.000000404
553.03479,-6.63E-05,0.000000404
551.984375,9.78E-05,0.000000404
550.9337158,7.44E-05,0.000000404
550.032959,0.000215502,0.000000404
548.9818115,0.000374498,0.000000404
547.9304199,0.00028458,0.000000404
547.0289917,0.000164821,0.000000404
545.9771118,0.000128336,0.000000404
544.9249878,-0.000348648,0.000000404
544.0229492,0.000212265,0.000000404
542.9702759,0.000409269,0.000000404
542.0678711,0.00066062,0.000000404
541.0147705,0.000172512,0.000000404
539.9614258,0.000385043,0.000000404
539.0583496,0.000662461,0.000000404
538.0045166,0.000109537,0.000000404
536.9504395,-0.000160463,0.000000404
536.0467529,0.000175413,0.000000404
534.9921875,-0.000320816,0.000000404
533.9373779,-0.000652612,0.000000404
533.0330811,-1.19E-05,0.000000404
531.9777832,-0.000475782,0.000000404
531.0731201,7.95E-05,0.000000404
